sample_id,uav_Blue,uav_Green,uav_Red,uav_Rededge,uav_NIR,NDVI,NDRE,GNDVI,SAVI,class,class_numeric
1,0.05322018836310356,0.0998651479935134,0.08388925022461005,0.2570904181252033,0.3941215513067082,0.6490068845479265,0.2104247765916293,0.5956767737472215,0.4758111576012543,Others,3
2,0.07227375351497085,0.1377818480991461,0.1852521613163141,0.18943970093478538,0.3013685690809898,0.2386178814656578,0.22805008591767797,0.37250726535172973,0.17653654163223884,Others,3
3,0.06674772685639392,0.13823553338902497,0.13710411308613066,0.19797204382436726,0.3114430224990065,0.3886746689073109,0.22274759067021496,0.38518067371019943,0.275693588972777,Others,3
4,0.06065278051073041,0.14383433984901708,0.19988099506547619,0.17186393828755148,0.2741162488934386,0.1566153701821882,0.22927545560312199,0.3117160558055876,0.11432566306793443,Others,3
5,0.03695411175735727,0.0951725061482436,0.09043370453435808,0.3145082140072088,0.5005515222797602,0.6939561246839693,0.2282572675225962,0.6804812241689,0.5638726460252215,Healthy,0
6,0.07894495906688584,0.12460441792327233,0.10582887051434225,0.19757639334025207,0.3311399608847292,0.5156227954497208,0.2526185666041317,0.4531828642662586,0.36070211113739226,High_severity,2
7,0.051833146723406553,0.1184957948950582,0.10904462845810727,0.22613228765443388,0.40614756624388165,0.5766836936604455,0.2847082308246345,0.5482805895501371,0.4389852571802761,Others,3
8,0.09276496684543688,0.13205023494710322,0.10676518214058028,0.2261060746999187,0.39352984988497225,0.5731911160168096,0.2701970117326796,0.49750670256353524,0.4300201319060433,Low_severity,1
9,0.06180733608902626,0.10198245879458749,0.07956574817200941,0.2901953004275104,0.37448810078777456,0.6495316652230092,0.12681646661575424,0.571925455860368,0.46368821781494163,Healthy,0
10,0.06915324833803894,0.11096546745781101,0.08422808419410079,0.2595404680520698,0.4210805776089288,0.6666271902264241,0.23734221941370634,0.5828726912390017,0.5026105506899945,Others,3
11,0.09256858651227434,0.13883823850090532,0.1912533975793581,0.1656378529099147,0.28060898472055146,0.18936789727899966,0.25764021639038154,0.33799424187580096,0.13791395073302498,High_severity,2
12,0.09069068951609824,0.11444618803300888,0.13368038084598624,0.23884448752183182,0.3360745122131137,0.43085050173530437,0.16911951898634026,0.49193815968728566,0.3130597218159016,Others,3
13,0.06838512720311014,0.14323817620950086,0.14982384480134264,0.2369333479855891,0.29662765055568013,0.3288236399274236,0.11187905925150538,0.3487187797111256,0.23266454721849184,High_severity,2
14,0.04041251963841418,0.1190412527570281,0.14084132737952604,0.2169978215404896,0.35060411090383675,0.42682822381467195,0.23538730530388394,0.49305896760437795,0.3173590428044698,Others,3
15,0.058026535971590826,0.12384825544107335,0.1278618933699124,0.2592127280561975,0.37577089716344686,0.49224158643640503,0.1835609053177257,0.5042293523158549,0.3705174932483849,Low_severity,1
16,0.08043936819862538,0.13091272492311662,0.13346641595968559,0.22624747219374197,0.35549796085377505,0.45408531873231794,0.2221770577259966,0.4617193710947211,0.33676371480057254,High_severity,2
17,0.08636109728721968,0.13889245220369056,0.15893517554418216,0.16316710281335028,0.2876430307253107,0.2882089931264095,0.27611608225147743,0.34874139309619956,0.20395756155485345,High_severity,2
18,0.07254370219031739,0.12016349454824488,0.1676052345886418,0.21866619720515348,0.33915052953871255,0.3385167117841785,0.21599268461679194,0.47676975556271933,0.2555912283731961,Low_severity,1
19,0.06645746537365249,0.09510603952370153,0.07218323582921553,0.244650780449401,0.43777350088716477,0.7169044719597016,0.282995089300636,0.6430486355307548,0.5429790976689366,Healthy,0
20,0.04871250349065168,0.07026635753518681,0.06032314298751222,0.28434327940088255,0.40645170934561675,0.7415321640144372,0.1767650778218721,0.7052079104324952,0.5370359482191563,Healthy,0
21,0.0793559596087671,0.13146623180063516,0.13334008234564096,0.20412298007999596,0.3310848208982927,0.4257840980779376,0.23721971276619547,0.43156012278624795,0.3075585323764226,Others,3
22,0.04430106340723754,0.11216418195053958,0.10494876448964405,0.24832999518996948,0.3820588696110954,0.569005669968882,0.21213711391194615,0.546098946230348,0.42113672004258484,Low_severity,1
23,0.04721800148856668,0.12718032469771834,0.13768002612384303,0.22798646724674773,0.39557201945055637,0.4836211983939444,0.26875674981416814,0.5134203562303123,0.3743887966609553,Healthy,0
24,0.10165820896837022,0.13277475673588973,0.18556553330216838,0.17584930653827482,0.27546202156078764,0.19499157330268835,0.2207184017340861,0.34952084773019393,0.14031307604614726,High_severity,2
25,0.08008694527867466,0.16508210661044181,0.14385290335762965,0.20179149852595077,0.3074653088733563,0.3625211681729993,0.20750593573223844,0.30130987409409776,0.2579774097859916,Others,3
26,0.045113085255597665,0.09941416333059705,0.06701365496572592,0.2623530225117365,0.46692085033116787,0.7489817410153591,0.2805089218704235,0.6489210063569524,0.5801729122831752,Healthy,0
27,0.03809560112723231,0.08353615742683684,0.06067253351948944,0.24716599790545865,0.4693606549892931,0.7710613794196998,0.31009963995920176,0.6978236967517022,0.5951576988429034,Others,3
28,0.03674634929128031,0.0805377183034873,0.05958398225981921,0.27237727379939997,0.5325169433430071,0.7987370744298165,0.3231973394804271,0.7372576269555299,0.6495731529878542,Healthy,0
29,0.06084119371253896,0.09920960630966193,0.11221683685206815,0.18743564744658558,0.34732829551901667,0.5116177761558682,0.29899668849347966,0.5556497851430974,0.36753580014414144,Others,3
30,0.05626124924900272,0.15098024584219288,0.15726718244335652,0.21623594045494476,0.29628586660375233,0.30651030668290463,0.15618833198182291,0.32487509497854145,0.21868529123678748,High_severity,2
31,0.027085941845907915,0.11667519486859473,0.048978151649439854,0.2958115845979325,0.45845687509045535,0.8069579391706224,0.21563315872934255,0.5942664269203346,0.6096850604342797,Healthy,0
32,0.07394337429472123,0.14255128963516048,0.1812498039116091,0.20353736932267538,0.2947508276288035,0.23844721245408287,0.18305362010212353,0.3480420788856425,0.17443793587211637,High_severity,2
33,0.05373211405379142,0.10157533728052676,0.13985116245099444,0.22587968354063087,0.4022281664915989,0.4840195706270704,0.2807614694545199,0.596766054543082,0.3776732683684082,Low_severity,1
34,0.06695019410462386,0.13356615443855197,0.08726904504843028,0.26667708708057225,0.4025316260260242,0.6436548571605999,0.2030077258181366,0.5017097279425218,0.477766771922929,Healthy,0
35,0.055855720074524946,0.0995307728595615,0.0936009903122386,0.25604907422572104,0.4259210816590266,0.6396650099693332,0.24909008989245823,0.6211612081919464,0.48893511060173633,Others,3
36,0.04830597756234368,0.09211121101328967,0.046887287872960606,0.26289342788105285,0.4683142998124953,0.8179846918422677,0.28093367199414376,0.6712811632091332,0.6226748712543984,Others,3
37,0.03202359553303955,0.11268813471497269,0.06217826616826557,0.3122036852078383,0.48371536152066946,0.7721964023229214,0.21548884527616374,0.6221077326801954,0.6045601830711826,Healthy,0
38,0.04679799153628372,0.1097840577979852,0.06727811122541472,0.2932596240026738,0.4757335889035185,0.7522038246710334,0.23728943485890597,0.6250017111646405,0.5874173956451477,Others,3
39,0.06418083421460206,0.14683513224654862,0.09323793308924903,0.2634012109028007,0.40884940146810017,0.6285987449914483,0.21636007151013395,0.4715162170702043,0.4724310808472583,Healthy,0
40,0.06854718692776897,0.11767423956624552,0.10551848932985583,0.23196508145594366,0.421418852901028,0.599502707919221,0.28995780502551755,0.5634362925049383,0.4614210876073328,Healthy,0
41,0.08672976529176134,0.1414722986582972,0.18658318150386477,0.18958913806591274,0.2332994475383187,0.11126029705258557,0.10336128938063394,0.24502153594002885,0.07617754356840611,High_severity,2
42,0.09064930199978276,0.12606270672557376,0.15822205889862045,0.18456886835934033,0.3264841792925794,0.3471424692652405,0.2776919374324877,0.4428744926972408,0.2563131732104772,Others,3
43,0.06700189194283945,0.09458228162527356,0.1449632592500778,0.23773316977012668,0.3206075635764755,0.3772665633555678,0.14842978284893063,0.5443901977934257,0.27286083036181735,Others,3
44,0.07137040672476336,0.11204855297096838,0.10378911001811762,0.2285842711175231,0.34726668944147704,0.539794809677799,0.20609919311195463,0.5121060978405172,0.3840115052582203,Others,3
45,0.07287647179363545,0.15367453803845701,0.1922894398867239,0.18700720149430985,0.2603795870455113,0.15041927569075875,0.16400212842823067,0.2577079723222537,0.10720955321395803,High_severity,2
46,0.028506220399902433,0.1112912495483124,0.0608959479037981,0.222856056615783,0.44484097600268113,0.7591793478972518,0.3324635404119654,0.5997669459343073,0.5726323936794008,Healthy,0
47,0.05477480538778914,0.1041700171362863,0.10889494669237952,0.26160914262327445,0.46766516624398285,0.6222598676214747,0.2825494071507389,0.6356641907882975,0.4998841428924615,Others,3
48,0.09444697253578027,0.12996768387638,0.17198159200546195,0.17374116475724236,0.23793379558269703,0.16089223672544126,0.15593037471224336,0.2934647391607635,0.10872253257313748,High_severity,2
49,0.08155057543978846,0.13497878421990822,0.15392402388624368,0.19478906677004984,0.3009920646021619,0.32328608382393254,0.21421347266316046,0.3807898643471173,0.23101722102418615,High_severity,2
50,0.04902356507892372,0.10994099574793992,0.05451903372285302,0.3240432509650144,0.4732299953522246,0.7933903021350813,0.18712122233667433,0.6229545110241719,0.6111087674870253,Healthy,0
51,0.08416837486056788,0.15448249098948305,0.18989832528301542,0.14136670662781678,0.2532230434437416,0.14290603574970953,0.2834750187901226,0.24218595068012397,0.10071564529316594,High_severity,2
52,0.03269043462538594,0.09534669511578005,0.06913452747353235,0.282088484258269,0.4752538633453772,0.7460102800152111,0.2550568837175351,0.6658023070537509,0.5832877971097585,Healthy,0
53,0.0708438183259286,0.10711333011766579,0.14516663925064188,0.21407792632755387,0.35585994892611,0.4205232110379336,0.24876750388882787,0.5372807245424727,0.3157158543499134,Others,3
54,0.08357646045222183,0.14915863696109125,0.18323514494786225,0.18103900433813144,0.25868602454370804,0.1707337978007524,0.1765808519087993,0.26855172549887096,0.1201547677868403,High_severity,2
55,0.0575722088811847,0.07218502528441002,0.11683614892880412,0.2525798669391444,0.3544707831754947,0.5042035626034517,0.1678458234368229,0.6616240826769682,0.36698178463299597,Low_severity,1
56,0.09635897427804029,0.1473977464422599,0.18190148035927514,0.20903216066487956,0.2969887701816111,0.24032080355018656,0.1738201014127902,0.33662367813460264,0.17635371752667534,High_severity,2
57,0.03873761313307458,0.13975322888334393,0.06626482981791194,0.259854549720213,0.45188035395067466,0.7442229247951204,0.2697996167394034,0.527568302617631,0.5681147398430492,Healthy,0
58,0.05718587340142661,0.09640018392632521,0.10769120715213687,0.21781301809416245,0.35088760593043905,0.5303262859954893,0.23399761177423975,0.5689567830268937,0.3805577519435832,Low_severity,1
59,0.09160010537767269,0.12473506157496675,0.1286944949027881,0.18736101910531813,0.3583033840385308,0.47147821184537353,0.31327380702924207,0.48353981879623176,0.3489504294305488,Others,3
60,0.09560584801064366,0.14410077285753314,0.1789849946687482,0.1996136864084433,0.24138219275617712,0.14843498720644704,0.09471405135770432,0.2523624351176363,0.10169397432889035,High_severity,2
61,0.07357009394865224,0.12850070453236473,0.16734270132325768,0.21639471240416142,0.33102137914260127,0.32843193206528976,0.20939586634100238,0.440720221736907,0.24592032258858032,High_severity,2
62,0.07122043863935382,0.13887185778674216,0.10463838297462105,0.22011912765405686,0.385122075779894,0.5726956674259838,0.2726234552268775,0.4699486047806244,0.425078144400048,Low_severity,1
63,0.054597071550923484,0.11237424275529441,0.08752338831120078,0.23640723514727763,0.4326066417295246,0.6634557389260995,0.2932665724337087,0.5876029932259956,0.5074106877402886,Low_severity,1
